Region_Comercial,Subregion_Comercial,Locacion_Comercial,AGRUP_PIVO,CANAL,Marca,Tamano,EMPAQUE,Retornable,Agrup_Producto,SKU,MES,MES_CUOTA, AL_CUOTA ,AL_VENTA_2017,AL_VENTA_2018,AL_VENTA_2019,YEAR_2018,YEAR_2019
REGION LIMA,LIMA 2,83 CONSUELO CANALES PUQUIO,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,9,8,36,38,23,154,66
REGION LIMA,LIMA 2,79 PADEMAR CAnETE,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,575,575,635,423,367,2408,2057
REGION LIMA,LIMA 2,79 PADEMAR CAnETE,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,8271,8271,9634,6716,6350,28589,30447
REGION LIMA,LIMA 2,79 PADEMAR CAnETE,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,285,285,337,258,277,1392,1146
REGION LIMA,LIMA 2,78 MARTiNEZ VENTANILLA,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,396,399,636,459,379,2090,1682
REGION LIMA,LIMA 2,78 MARTiNEZ VENTANILLA,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,16690,16687,20060,16041,13522,66887,64923
REGION LIMA,LIMA 2,78 MARTiNEZ VENTANILLA,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,194,194,277,162,178,997,883
REGION LIMA,LIMA 2,33 PACI VES,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,427,422,352,431,415,1911,2129
REGION LIMA,LIMA 2,33 PACI VES,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,19205,19202,23261,17671,17494,72214,82100
REGION LIMA,LIMA 2,33 PACI VES,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,372,372,379,246,334,1043,1302
REGION LIMA,LIMA 2,33 PACI CHO,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,918,911,1101,761,781,3441,2905
REGION LIMA,LIMA 2,33 PACI CHO,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,21293,21306,26067,19776,17008,84499,85096
REGION LIMA,LIMA 2,33 PACI CHO,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,444,446,430,466,507,2155,2602
REGION LIMA,LIMA 2,28 IMPERIOS HUARAL,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,235,205,283,194,230,1008,1015
REGION LIMA,LIMA 2,28 IMPERIOS HUARAL,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,5331,5361,6881,4942,4212,20753,21517
REGION LIMA,LIMA 2,28 IMPERIOS HUARAL,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,227,227,264,237,232,1103,1058
REGION LIMA,LIMA 2,26 PADEMAR MALA,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,1334,1328,975,524,784,6100,7466
REGION LIMA,LIMA 2,26 PADEMAR MALA,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,3557,3560,5757,4331,4695,19235,20346
REGION LIMA,LIMA 2,26 PADEMAR MALA,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,243,248,399,246,225,1229,1098
REGION LIMA,LIMA 2,24 IMPERIOS HUACHO,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,496,496,570,399,358,1529,1601
REGION LIMA,LIMA 2,24 IMPERIOS HUACHO,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,10606,10606,11969,9238,8632,39509,46097
REGION LIMA,LIMA 2,24 IMPERIOS HUACHO,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,392,392,452,354,452,1771,2097
REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,406,406,410,347,452,1748,1888
REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,4651,4651,5053,4572,4284,18732,20340
REGION LIMA,LIMA 2,14 LAS DUNAS NAZCA,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,473,473,372,311,346,1355,1661
REGION LIMA,LIMA 1,IA ECOBESA San Juan,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,1126,1030,1628,1360,1597,5267,5948
REGION LIMA,LIMA 1,IA ECOBESA San Juan,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,14712,14800,15112,13253,12004,51427,54959
REGION LIMA,LIMA 1,IA ECOBESA San Juan,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,141,142,175,153,150,733,724
REGION LIMA,LIMA 1,IA ECOBESA Chosica,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,919,910,1519,1254,1122,5340,5178
REGION LIMA,LIMA 1,IA ECOBESA Chosica,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,21416,21469,21418,16188,14102,65940,71813
REGION LIMA,LIMA 1,IA ECOBESA Chosica,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,485,496,402,385,319,1571,1367
REGION LIMA,LIMA 1,IA ECOBESA Ate,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,471,462,611,478,443,2024,2069
REGION LIMA,LIMA 1,IA ECOBESA Ate,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,23107,23067,22368,17354,17191,71741,79721
REGION LIMA,LIMA 1,IA ECOBESA Ate,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,274,274,457,254,330,1070,1301
REGION LIMA,LIMA 1,I9 ECOBESA Los Olivos,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,173,183,260,192,213,729,905
REGION LIMA,LIMA 1,I9 ECOBESA Los Olivos,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,15266,15255,16150,15266,13226,57298,62192
REGION LIMA,LIMA 1,I9 ECOBESA Los Olivos,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,124,126,201,131,125,543,541
REGION LIMA,LIMA 1,I9 ECOBESA COMAS,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,1139,1142,1387,1210,1162,6015,5380
REGION LIMA,LIMA 1,I9 ECOBESA COMAS,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,11744,11737,13270,11876,11654,47781,50917
REGION LIMA,LIMA 1,I9 ECOBESA COMAS,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,94,94,146,118,138,484,591
REGION LIMA,LIMA 1,I1 ECOBESA Duenas,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,426,426,1241,766,561,2944,2209
REGION LIMA,LIMA 1,I1 ECOBESA Duenas,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,17072,17077,19008,14383,12964,58722,59945
REGION LIMA,LIMA 1,I1 ECOBESA Duenas,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,358,358,447,254,318,1303,1270
REGION LIMA,LIMA 1,I1 ECOBESA Callao,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,356,356,742,374,305,1955,1461
REGION LIMA,LIMA 1,I1 ECOBESA Callao,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,14400,14395,17908,14130,12985,57027,57794
REGION LIMA,LIMA 1,I1 ECOBESA Callao,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,139,137,298,206,162,819,709
REGION LIMA,LIMA 1,33 PACI VES,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,0,0,0,2,0,13,0
REGION LIMA,LIMA 1,33 PACI VES,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,0,0,34,1,0,24,0
REGION LIMA,LIMA 1,33 PACI CHO,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,0,0,0,0,0,11,0
REGION INSTYBID,INSTITUCIONES,EJECUTIVO INSTIT N4,INSTITUCIONES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,213,213,76,241,180,666,372
REGION INSTYBID,INSTITUCIONES,EJECUTIVO INSTIT N3,INSTITUCIONES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,494,494,283,719,518,3553,1970
REGION INSTYBID,INSTITUCIONES,EJECUTIVO INSTIT N2,INSTITUCIONES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,349,349,368,1281,869,8278,2342
REGION MODERNO,CUENTAS CLAVES,OTROS OP4,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,0,0,36,0,0,23,0
REGION MODERNO,CUENTAS CLAVES,OTROS IYN,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,0,0,0,0,0,2,0
REGION MODERNO,CUENTAS CLAVES,NEWREST,CUENTAS CLAVES,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,21,21,0,42,63,431,256
REGION MODERNO,AUTOSERVICIOS,TOTTUS,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,542,542,462,453,658,2064,2306
REGION MODERNO,AUTOSERVICIOS,SP SA,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,602,602,201,485,1185,2810,3691
REGION MODERNO,AUTOSERVICIOS,METRO,SS Y HH ,MODERNO,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,35,35,82,62,46,279,315
REGION MODERNO,AUTOSERVICIOS,MAKRO,CASH Y CARRY,VERTICAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,735,735,955,892,761,3641,2874
REGION CENTRO ORIENTE,Sub. Selva Central,97 TRAHIS SATIPO,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,105,51,147,193,153,693,549
REGION CENTRO ORIENTE,Sub. Selva Central,97 TRAHIS SATIPO,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,698,698,721,1167,532,3057,2530
REGION CENTRO ORIENTE,Sub. Selva Central,97 TRAHIS SATIPO,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,1509,1565,2282,1921,1738,7626,7531
REGION CENTRO ORIENTE,Sub. Selva Central,97 TRAHIS SATIPO,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,79,77,165,99,91,455,384
REGION CENTRO ORIENTE,Sub. Selva Central,47 TRAHIS LA MERCED,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,119,121,217,169,139,710,529
REGION CENTRO ORIENTE,Sub. Selva Central,47 TRAHIS LA MERCED,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,1769,1769,1944,2460,1116,5233,4378
REGION CENTRO ORIENTE,Sub. Selva Central,47 TRAHIS LA MERCED,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,1922,1921,2589,2416,2539,11281,9047
REGION CENTRO ORIENTE,Sub. Selva Central,47 TRAHIS LA MERCED,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,145,145,260,179,183,917,664
REGION CENTRO ORIENTE,Sub. Selva Central,27 HUALLPA PASCO,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,6,6,38,13,3,69,29
REGION CENTRO ORIENTE,Sub. Selva Central,27 HUALLPA PASCO,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,388,388,266,633,437,1584,1103
REGION CENTRO ORIENTE,Sub. Selva Central,27 HUALLPA PASCO,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,1250,1250,2167,1950,2048,6725,7228
REGION CENTRO ORIENTE,Sub. Selva Central,27 HUALLPA PASCO,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,11,11,10,8,37,59,72
REGION CENTRO ORIENTE,Sub. Selva Central,08 TRAHIS PICHANAKI,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,12,12,32,36,25,141,68
REGION CENTRO ORIENTE,Sub. Selva Central,08 TRAHIS PICHANAKI,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,369,369,380,697,433,1101,1029
REGION CENTRO ORIENTE,Sub. Selva Central,08 TRAHIS PICHANAKI,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,903,903,1456,1294,1042,5504,4185
REGION CENTRO ORIENTE,Sub. Selva Central,08 TRAHIS PICHANAKI,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,19,19,62,52,42,159,99
REGION CENTRO ORIENTE,Sub. Selva Central,07 DISTRAROJ TARMA,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,82,82,157,218,128,721,517
REGION CENTRO ORIENTE,Sub. Selva Central,07 DISTRAROJ TARMA,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,718,718,1197,920,964,2426,2633
REGION CENTRO ORIENTE,Sub. Selva Central,07 DISTRAROJ TARMA,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,1233,1233,2306,2226,2035,7989,7912
REGION CENTRO ORIENTE,Sub. Selva Central,07 DISTRAROJ TARMA,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,109,109,154,128,133,495,392
REGION CENTRO ORIENTE,Sub. Selva Alta,H8 PLANTA PUCUSANA,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,2877,2877,507,1036,4565,3403,12300
REGION CENTRO ORIENTE,Sub. Selva Alta,76 DISELVA HUANUCO,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,56,56,175,356,154,1255,437
REGION CENTRO ORIENTE,Sub. Selva Alta,76 DISELVA HUANUCO,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,768,768,793,530,262,1524,995
REGION CENTRO ORIENTE,Sub. Selva Alta,76 DISELVA HUANUCO,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,2221,2221,3500,3248,2714,11887,10499
REGION CENTRO ORIENTE,Sub. Selva Alta,76 DISELVA HUANUCO,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,176,176,216,187,137,654,613
REGION CENTRO ORIENTE,Sub. Selva Alta,74 DISELVA TINGO MARIA,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,23,23,58,35,42,160,153
REGION CENTRO ORIENTE,Sub. Selva Alta,74 DISELVA TINGO MARIA,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,415,415,488,246,228,1432,1249
REGION CENTRO ORIENTE,Sub. Selva Alta,74 DISELVA TINGO MARIA,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,899,899,1220,1142,1176,4712,4384
REGION CENTRO ORIENTE,Sub. Selva Alta,74 DISELVA TINGO MARIA,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,32,32,73,53,64,229,197
REGION CENTRO ORIENTE,Sub. Selva Alta,72 TRAHIS PUCALLPA,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,262,262,438,479,374,1589,1067
REGION CENTRO ORIENTE,Sub. Selva Alta,72 TRAHIS PUCALLPA,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,1921,1921,2035,3152,1708,8299,4820
REGION CENTRO ORIENTE,Sub. Selva Alta,72 TRAHIS PUCALLPA,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,3860,3860,4893,5082,4342,17726,15445
REGION CENTRO ORIENTE,Sub. Selva Alta,72 TRAHIS PUCALLPA,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,203,203,506,349,292,1306,1044
REGION CENTRO ORIENTE,Sub. Oriente,73 SELVA ORIENTE IQUITOS,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,102,102,105,143,202,634,781
REGION CENTRO ORIENTE,Sub. Oriente,73 SELVA ORIENTE IQUITOS,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,857,857,981,921,1301,4161,4504
REGION CENTRO ORIENTE,Sub. Oriente,73 SELVA ORIENTE IQUITOS,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,5482,5482,5315,5437,5853,24157,22000
